state_name,district_name,crop_year,season,crop,area,production
nagaland,zunheboto,1999,kharif,arhar/tur,350.0,250.0
nagaland,zunheboto,1999,kharif,bajra,160.0,130.0
nagaland,zunheboto,1999,kharif,cotton(lint),50.0,70.0
nagaland,zunheboto,1999,kharif,groundnut,350.0,420.0
nagaland,zunheboto,1999,kharif,jowar,200.0,160.0
nagaland,zunheboto,1999,kharif,maize,5780.0,8670.0
nagaland,zunheboto,1999,kharif,moong(green gram),270.0,190.0
nagaland,zunheboto,1999,kharif,peas & beans (pulses),200.0,130.0
nagaland,zunheboto,1999,kharif,rice,14900.0,20780.0
nagaland,zunheboto,1999,kharif,sesamum,600.0,360.0
nagaland,zunheboto,1999,kharif,soyabean,2050.0,2300.0
nagaland,zunheboto,1999,kharif,sunflower,120.0,150.0
nagaland,zunheboto,1999,rabi,gram,120.0,140.0
nagaland,zunheboto,1999,rabi,linseed,450.0,340.0
nagaland,zunheboto,1999,rabi,rapeseed &mustard,130.0,120.0
nagaland,zunheboto,1999,rabi,sunflower,250.0,350.0
nagaland,zunheboto,1999,whole year,potato,440.0,4500.0
nagaland,zunheboto,1999,whole year,sugarcane,50.0,2500.0
nagaland,zunheboto,1999,whole year,tea,5.0,5.0
nagaland,zunheboto,2000,kharif,arhar/tur,570.0,660.0
nagaland,zunheboto,2000,kharif,bajra,160.0,130.0
nagaland,zunheboto,2000,kharif,cotton(lint),40.0,50.0
nagaland,zunheboto,2000,kharif,groundnut,410.0,490.0
nagaland,zunheboto,2000,kharif,jowar,200.0,160.0
nagaland,zunheboto,2000,kharif,maize,4200.0,7600.0
nagaland,zunheboto,2000,kharif,moong(green gram),250.0,220.0
nagaland,zunheboto,2000,kharif,other kharif pulses,630.0,520.0
nagaland,zunheboto,2000,kharif,peas & beans (pulses),200.0,130.0
nagaland,zunheboto,2000,kharif,rice,15800.0,18000.0
nagaland,zunheboto,2000,kharif,sesamum,470.0,380.0
nagaland,zunheboto,2000,kharif,small millets,1530.0,1150.0
nagaland,zunheboto,2000,kharif,soyabean,2090.0,2800.0
nagaland,zunheboto,2000,kharif,sunflower,300.0,220.0
nagaland,zunheboto,2000,rabi,barley,120.0,180.0
nagaland,zunheboto,2000,rabi,gram,110.0,80.0
nagaland,zunheboto,2000,rabi,linseed,510.0,250.0
nagaland,zunheboto,2000,rabi,other  rabi pulses,760.0,650.0
nagaland,zunheboto,2000,rabi,peas & beans (pulses),700.0,690.0
nagaland,zunheboto,2000,rabi,rapeseed &mustard,1360.0,1100.0
nagaland,zunheboto,2000,rabi,sunflower,100.0,110.0
nagaland,zunheboto,2000,rabi,wheat,520.0,1000.0
nagaland,zunheboto,2000,whole year,potato,480.0,4510.0
nagaland,zunheboto,2000,whole year,sugarcane,110.0,2720.0
nagaland,zunheboto,2000,whole year,tea,70.0,160.0
nagaland,zunheboto,2001,kharif,arhar/tur,870.0,690.0
nagaland,zunheboto,2001,kharif,bajra,140.0,80.0
nagaland,zunheboto,2001,kharif,cotton(lint),60.0,70.0
nagaland,zunheboto,2001,kharif,groundnut,90.0,110.0
nagaland,zunheboto,2001,kharif,jowar,200.0,140.0
nagaland,zunheboto,2001,kharif,maize,5320.0,11100.0
nagaland,zunheboto,2001,kharif,moong(green gram),300.0,220.0
nagaland,zunheboto,2001,kharif,peas & beans (pulses),230.0,180.0
nagaland,zunheboto,2001,kharif,rice,16500.0,18210.0
nagaland,zunheboto,2001,kharif,sesamum,660.0,570.0
nagaland,zunheboto,2001,kharif,small millets,1670.0,950.0
nagaland,zunheboto,2001,kharif,soyabean,4000.0,5420.0
nagaland,zunheboto,2001,kharif,sunflower,60.0,70.0
nagaland,zunheboto,2001,rabi,barley,420.0,960.0
nagaland,zunheboto,2001,rabi,gram,100.0,90.0
nagaland,zunheboto,2001,rabi,linseed,690.0,430.0
nagaland,zunheboto,2001,rabi,peas & beans (pulses),910.0,870.0
nagaland,zunheboto,2001,rabi,rapeseed &mustard,1480.0,1490.0
nagaland,zunheboto,2001,rabi,sunflower,100.0,80.0
nagaland,zunheboto,2001,rabi,wheat,610.0,1180.0
nagaland,zunheboto,2001,whole year,potato,310.0,3710.0
nagaland,zunheboto,2001,whole year,sugarcane,160.0,5080.0
nagaland,zunheboto,2001,whole year,tea,70.0,150.0
nagaland,zunheboto,2002,kharif,bajra,190.0,280.0
nagaland,zunheboto,2002,kharif,cotton(lint),150.0,600.0
nagaland,zunheboto,2002,kharif,groundnut,150.0,180.0
nagaland,zunheboto,2002,kharif,jowar,240.0,330.0
nagaland,zunheboto,2002,kharif,maize,4780.0,10050.0
nagaland,zunheboto,2002,kharif,moong(green gram),180.0,220.0
nagaland,zunheboto,2002,kharif,other kharif pulses,170.0,90.0
nagaland,zunheboto,2002,kharif,peas & beans (pulses),130.0,150.0
nagaland,zunheboto,2002,kharif,rice,16150.0,20130.0
nagaland,zunheboto,2002,kharif,sesamum,630.0,590.0
nagaland,zunheboto,2002,kharif,small millets,1520.0,3040.0
nagaland,zunheboto,2002,kharif,soyabean,7140.0,8290.0
nagaland,zunheboto,2002,kharif,sunflower,170.0,260.0
nagaland,zunheboto,2002,rabi,barley,530.0,1100.0
nagaland,zunheboto,2002,rabi,gram,90.0,50.0
nagaland,zunheboto,2002,rabi,linseed,660.0,730.0
nagaland,zunheboto,2002,rabi,other  rabi pulses,1570.0,1300.0
nagaland,zunheboto,2002,rabi,peas & beans (pulses),750.0,670.0
nagaland,zunheboto,2002,rabi,rapeseed &mustard,1510.0,1690.0
nagaland,zunheboto,2002,rabi,sunflower,90.0,100.0
nagaland,zunheboto,2002,rabi,wheat,870.0,1770.0
nagaland,zunheboto,2002,whole year,potato,530.0,5620.0
nagaland,zunheboto,2002,whole year,sugarcane,200.0,10360.0
nagaland,zunheboto,2002,whole year,tea,70.0,160.0
nagaland,zunheboto,2003,kharif,arhar/tur,1310.0,1210.0
nagaland,zunheboto,2003,kharif,bajra,360.0,570.0
nagaland,zunheboto,2003,kharif,cotton(lint),260.0,10.0
nagaland,zunheboto,2003,kharif,groundnut,170.0,250.0
nagaland,zunheboto,2003,kharif,jowar,270.0,470.0
nagaland,zunheboto,2003,kharif,maize,5770.0,9830.0
nagaland,zunheboto,2003,kharif,moong(green gram),310.0,530.0
nagaland,zunheboto,2003,kharif,other kharif pulses,490.0,690.0
nagaland,zunheboto,2003,kharif,peas & beans (pulses),90.0,230.0
nagaland,zunheboto,2003,kharif,rice,9660.0,12350.0
nagaland,zunheboto,2003,kharif,sesamum,720.0,850.0
nagaland,zunheboto,2003,kharif,small millets,720.0,940.0
nagaland,zunheboto,2003,kharif,soyabean,4820.0,7750.0
nagaland,zunheboto,2003,kharif,sunflower,270.0,660.0
nagaland,zunheboto,2003,rabi,barley,780.0,1170.0
nagaland,zunheboto,2003,rabi,gram,140.0,170.0
nagaland,zunheboto,2003,rabi,linseed,860.0,950.0
nagaland,zunheboto,2003,rabi,maize,20.0,30.0
nagaland,zunheboto,2003,rabi,masoor,350.0,110.0
nagaland,zunheboto,2003,rabi,other  rabi pulses,550.0,450.0
nagaland,zunheboto,2003,rabi,peas & beans (pulses),640.0,330.0
nagaland,zunheboto,2003,rabi,rapeseed &mustard,880.0,570.0
nagaland,zunheboto,2003,rabi,sunflower,90.0,180.0
nagaland,zunheboto,2003,rabi,wheat,860.0,1420.0
nagaland,zunheboto,2003,whole year,potato,510.0,3660.0
nagaland,zunheboto,2003,whole year,sugarcane,350.0,15440.0
nagaland,zunheboto,2003,whole year,tea,110.0,180.0
nagaland,zunheboto,2004,kharif,arhar/tur,550.0,520.0
nagaland,zunheboto,2004,kharif,bajra,380.0,600.0
nagaland,zunheboto,2004,kharif,cotton(lint),160.0,20.0
nagaland,zunheboto,2004,kharif,groundnut,600.0,800.0
nagaland,zunheboto,2004,kharif,jowar,300.0,480.0
nagaland,zunheboto,2004,kharif,maize,5300.0,9620.0
nagaland,zunheboto,2004,kharif,moong(green gram),130.0,729.0
nagaland,zunheboto,2004,kharif,other kharif pulses,430.0,410.0
nagaland,zunheboto,2004,kharif,peas & beans (pulses),70.0,60.0
nagaland,zunheboto,2004,kharif,rice,10780.0,16050.0
nagaland,zunheboto,2004,kharif,sesamum,40.0,20.0
nagaland,zunheboto,2004,kharif,small millets,680.0,700.0
nagaland,zunheboto,2004,kharif,soyabean,6100.0,9810.0
nagaland,zunheboto,2004,rabi,barley,450.0,680.0
nagaland,zunheboto,2004,rabi,gram,30.0,20.0
nagaland,zunheboto,2004,rabi,linseed,600.0,280.0
nagaland,zunheboto,2004,rabi,maize,320.0,700.0
nagaland,zunheboto,2004,rabi,masoor,250.0,100.0
nagaland,zunheboto,2004,rabi,other  rabi pulses,610.0,520.0
nagaland,zunheboto,2004,rabi,peas & beans (pulses),800.0,500.0
nagaland,zunheboto,2004,rabi,rapeseed &mustard,1360.0,1040.0
nagaland,zunheboto,2004,rabi,wheat,1280.0,2000.0
nagaland,zunheboto,2004,whole year,potato,1450.0,10060.0
nagaland,zunheboto,2004,whole year,sugarcane,470.0,3900.0
nagaland,zunheboto,2005,kharif,arhar/tur,760.0,500.0
nagaland,zunheboto,2005,kharif,bajra,420.0,490.0
nagaland,zunheboto,2005,kharif,groundnut,30.0,30.0
nagaland,zunheboto,2005,kharif,jowar,50.0,50.0
nagaland,zunheboto,2005,kharif,maize,5870.0,10070.0
nagaland,zunheboto,2005,kharif,moong(green gram),60.0,50.0
nagaland,zunheboto,2005,kharif,other kharif pulses,420.0,390.0
nagaland,zunheboto,2005,kharif,peas & beans (pulses),80.0,80.0
nagaland,zunheboto,2005,kharif,rice,10950.0,16220.0
nagaland,zunheboto,2005,kharif,sesamum,650.0,430.0
nagaland,zunheboto,2005,kharif,small millets,1480.0,1500.0
nagaland,zunheboto,2005,kharif,soyabean,6150.0,8300.0
nagaland,zunheboto,2005,rabi,gram,40.0,20.0
nagaland,zunheboto,2005,rabi,linseed,790.0,160.0
nagaland,zunheboto,2005,rabi,maize,420.0,1000.0
nagaland,zunheboto,2005,rabi,masoor,270.0,670.0
nagaland,zunheboto,2005,rabi,other  rabi pulses,720.0,960.0
nagaland,zunheboto,2005,rabi,peas & beans (pulses),810.0,1360.0
nagaland,zunheboto,2005,rabi,rapeseed &mustard,1380.0,720.0
nagaland,zunheboto,2005,rabi,wheat,120.0,210.0
nagaland,zunheboto,2005,whole year,sugarcane,600.0,11500.0
nagaland,zunheboto,2006,kharif,arhar/tur,870.0,1040.0
nagaland,zunheboto,2006,kharif,dry ginger,260.0,2200.0
nagaland,zunheboto,2006,kharif,groundnut,90.0,90.0
nagaland,zunheboto,2006,kharif,jowar,110.0,80.0
nagaland,zunheboto,2006,kharif,maize,7570.0,12630.0
nagaland,zunheboto,2006,kharif,moong(green gram),90.0,100.0
nagaland,zunheboto,2006,kharif,peas & beans (pulses),110.0,130.0
nagaland,zunheboto,2006,kharif,potato,150.0,1370.0
nagaland,zunheboto,2006,kharif,rice,11900.0,19270.0
nagaland,zunheboto,2006,kharif,sesamum,620.0,400.0
nagaland,zunheboto,2006,kharif,small millets,2050.0,1450.0
nagaland,zunheboto,2006,kharif,soyabean,6080.0,7300.0
nagaland,zunheboto,2006,rabi,gram,40.0,50.0
nagaland,zunheboto,2006,rabi,linseed,900.0,580.0
nagaland,zunheboto,2006,rabi,maize,440.0,1010.0
nagaland,zunheboto,2006,rabi,masoor,280.0,330.0
nagaland,zunheboto,2006,rabi,other  rabi pulses,880.0,1060.0
nagaland,zunheboto,2006,rabi,peas & beans (pulses),820.0,990.0
nagaland,zunheboto,2006,rabi,rapeseed &mustard,1480.0,1040.0
nagaland,zunheboto,2006,rabi,urad,40.0,60.0
nagaland,zunheboto,2006,rabi,wheat,150.0,140.0
nagaland,zunheboto,2006,whole year,sugarcane,650.0,27300.0
nagaland,zunheboto,2007,kharif,arhar/tur,310.0,370.0
nagaland,zunheboto,2007,kharif,dry chillies,80.0,100.0
nagaland,zunheboto,2007,kharif,dry ginger,510.0,3600.0
nagaland,zunheboto,2007,kharif,groundnut,110.0,140.0
nagaland,zunheboto,2007,kharif,jowar,100.0,130.0
nagaland,zunheboto,2007,kharif,maize,8290.0,13000.0
nagaland,zunheboto,2007,kharif,moong(green gram),30.0,40.0
nagaland,zunheboto,2007,kharif,other kharif pulses,1070.0,910.0
nagaland,zunheboto,2007,kharif,potato,110.0,1850.0
nagaland,zunheboto,2007,kharif,rice,13770.0,22180.0
nagaland,zunheboto,2007,kharif,sesamum,730.0,450.0
nagaland,zunheboto,2007,kharif,small millets,1100.0,1290.0
nagaland,zunheboto,2007,kharif,soyabean,7630.0,8300.0
nagaland,zunheboto,2007,kharif,sugarcane,300.0,16530.0
nagaland,zunheboto,2007,kharif,tapioca,80.0,1820.0
nagaland,zunheboto,2007,kharif,tea,70.0,180.0
nagaland,zunheboto,2007,rabi,linseed,990.0,570.0
nagaland,zunheboto,2007,rabi,maize,500.0,960.0
nagaland,zunheboto,2007,rabi,other  rabi pulses,840.0,1250.0
nagaland,zunheboto,2007,rabi,peas & beans (pulses),800.0,850.0
nagaland,zunheboto,2007,rabi,rapeseed &mustard,2670.0,1930.0
nagaland,zunheboto,2007,rabi,wheat,130.0,220.0
nagaland,zunheboto,2008,kharif,arhar/tur,310.0,300.0
nagaland,zunheboto,2008,kharif,cardamom,60.0,10.0
nagaland,zunheboto,2008,kharif,dry chillies,240.0,300.0
nagaland,zunheboto,2008,kharif,dry ginger,260.0,2420.0
nagaland,zunheboto,2008,kharif,groundnut,120.0,130.0
nagaland,zunheboto,2008,kharif,jowar,20.0,10.0
nagaland,zunheboto,2008,kharif,maize,9960.0,18240.0
nagaland,zunheboto,2008,kharif,moong(green gram),20.0,10.0
nagaland,zunheboto,2008,kharif,other kharif pulses,110.0,90.0
nagaland,zunheboto,2008,kharif,peas & beans (pulses),190.0,270.0
nagaland,zunheboto,2008,kharif,potato,200.0,2420.0
nagaland,zunheboto,2008,kharif,rice,11370.0,21000.0
nagaland,zunheboto,2008,kharif,sesamum,240.0,120.0
nagaland,zunheboto,2008,kharif,small millets,1050.0,1020.0
nagaland,zunheboto,2008,kharif,soyabean,7500.0,11240.0
nagaland,zunheboto,2008,kharif,sugarcane,250.0,10720.0
nagaland,zunheboto,2008,kharif,sunflower,20.0,10.0
nagaland,zunheboto,2008,kharif,tapioca,110.0,2580.0
nagaland,zunheboto,2008,kharif,turmeric,50.0,200.0
nagaland,zunheboto,2008,rabi,gram,20.0,30.0
nagaland,zunheboto,2008,rabi,linseed,420.0,300.0
nagaland,zunheboto,2008,rabi,masoor,160.0,100.0
nagaland,zunheboto,2008,rabi,other  rabi pulses,100.0,60.0
nagaland,zunheboto,2008,rabi,peas & beans (pulses),590.0,760.0
nagaland,zunheboto,2008,rabi,potato,400.0,4950.0
nagaland,zunheboto,2008,rabi,rapeseed &mustard,2060.0,2060.0
nagaland,zunheboto,2008,rabi,urad,30.0,20.0
nagaland,zunheboto,2008,rabi,wheat,130.0,190.0
nagaland,zunheboto,2009,kharif,arhar/tur,280.0,190.0
nagaland,zunheboto,2009,kharif,bajra,100.0,70.0
nagaland,zunheboto,2009,kharif,castor seed,60.0,30.0
nagaland,zunheboto,2009,kharif,groundnut,90.0,90.0
nagaland,zunheboto,2009,kharif,jowar,40.0,20.0
nagaland,zunheboto,2009,kharif,maize,9960.0,10480.0
nagaland,zunheboto,2009,kharif,mesta,230.0,230.0
nagaland,zunheboto,2009,kharif,moong(green gram),60.0,50.0
nagaland,zunheboto,2009,kharif,peas & beans (pulses),180.0,200.0
nagaland,zunheboto,2009,kharif,potato,180.0,1690.0
nagaland,zunheboto,2009,kharif,rice,11170.0,14780.0
nagaland,zunheboto,2009,kharif,sesamum,110.0,60.0
nagaland,zunheboto,2009,kharif,small millets,800.0,280.0
nagaland,zunheboto,2009,kharif,soyabean,7480.0,7740.0
nagaland,zunheboto,2009,kharif,sugarcane,300.0,9000.0
nagaland,zunheboto,2009,kharif,sunflower,40.0,30.0
nagaland,zunheboto,2009,kharif,tapioca,200.0,2290.0
nagaland,zunheboto,2009,kharif,urad,20.0,10.0
nagaland,zunheboto,2009,rabi,barley,60.0,80.0
nagaland,zunheboto,2009,rabi,gram,50.0,30.0
nagaland,zunheboto,2009,rabi,linseed,900.0,610.0
nagaland,zunheboto,2009,rabi,masoor,150.0,100.0
nagaland,zunheboto,2009,rabi,peas & beans (pulses),620.0,610.0
nagaland,zunheboto,2009,rabi,rapeseed &mustard,4980.0,3950.0
nagaland,zunheboto,2009,rabi,urad,50.0,30.0
nagaland,zunheboto,2009,rabi,wheat,190.0,220.0
nagaland,zunheboto,2010,kharif,arhar/tur,230.0,200.0
nagaland,zunheboto,2010,kharif,bajra,60.0,50.0
nagaland,zunheboto,2010,kharif,castor seed,30.0,20.0
nagaland,zunheboto,2010,kharif,groundnut,90.0,90.0
nagaland,zunheboto,2010,kharif,horse-gram,30.0,40.0
nagaland,zunheboto,2010,kharif,jowar,20.0,20.0
nagaland,zunheboto,2010,kharif,maize,10050.0,19590.0
nagaland,zunheboto,2010,kharif,mesta,190.0,390.0
nagaland,zunheboto,2010,kharif,moong(green gram),10.0,10.0
nagaland,zunheboto,2010,kharif,peas & beans (pulses),180.0,230.0
nagaland,zunheboto,2010,kharif,potato,150.0,1920.0
nagaland,zunheboto,2010,kharif,rice,12400.0,24160.0
nagaland,zunheboto,2010,kharif,sesamum,140.0,90.0
nagaland,zunheboto,2010,kharif,small millets,780.0,720.0
nagaland,zunheboto,2010,kharif,soyabean,7510.0,9650.0
nagaland,zunheboto,2010,kharif,sugarcane,220.0,9580.0
nagaland,zunheboto,2010,kharif,sunflower,40.0,30.0
nagaland,zunheboto,2010,kharif,tapioca,120.0,2830.0
nagaland,zunheboto,2010,rabi,barley,50.0,90.0
nagaland,zunheboto,2010,rabi,gram,60.0,40.0
nagaland,zunheboto,2010,rabi,linseed,260.0,210.0
nagaland,zunheboto,2010,rabi,masoor,150.0,110.0
nagaland,zunheboto,2010,rabi,rapeseed &mustard,2100.0,2100.0
nagaland,zunheboto,2010,rabi,urad,50.0,30.0
nagaland,zunheboto,2010,rabi,wheat,310.0,490.0
nagaland,zunheboto,2011,kharif,arhar/tur,240.0,200.0
nagaland,zunheboto,2011,kharif,bajra,60.0,50.0
nagaland,zunheboto,2011,kharif,castor seed,30.0,20.0
nagaland,zunheboto,2011,kharif,ginger,190.0,1730.0
nagaland,zunheboto,2011,kharif,groundnut,90.0,90.0
nagaland,zunheboto,2011,kharif,horse-gram,30.0,40.0
nagaland,zunheboto,2011,kharif,jowar,20.0,20.0
nagaland,zunheboto,2011,kharif,maize,10050.0,19770.0
nagaland,zunheboto,2011,kharif,mesta,190.0,370.0
nagaland,zunheboto,2011,kharif,peas & beans (pulses),180.0,230.0
nagaland,zunheboto,2011,kharif,rice,12260.0,23740.0
nagaland,zunheboto,2011,kharif,sesamum,140.0,90.0
nagaland,zunheboto,2011,kharif,small millets,780.0,720.0
nagaland,zunheboto,2011,kharif,soyabean,7540.0,9620.0
nagaland,zunheboto,2011,kharif,sugarcane,220.0,9580.0
nagaland,zunheboto,2011,kharif,sunflower,40.0,30.0
nagaland,zunheboto,2011,kharif,sweet potato,140.0,1180.0
nagaland,zunheboto,2011,kharif,tapioca,120.0,2830.0
nagaland,zunheboto,2011,kharif,urad,10.0,10.0
nagaland,zunheboto,2011,rabi,barley,40.0,60.0
nagaland,zunheboto,2011,rabi,blackgram,50.0,30.0
nagaland,zunheboto,2011,rabi,gram,60.0,40.0
nagaland,zunheboto,2011,rabi,linseed,260.0,210.0
nagaland,zunheboto,2011,rabi,masoor,150.0,110.0
nagaland,zunheboto,2011,rabi,peas & beans (pulses),630.0,570.0
nagaland,zunheboto,2011,rabi,potato,170.0,1530.0
nagaland,zunheboto,2011,rabi,rapeseed &mustard,2100.0,2100.0
nagaland,zunheboto,2011,rabi,wheat,310.0,490.0
nagaland,zunheboto,2012,kharif,arhar/tur,270.0,240.0
nagaland,zunheboto,2012,kharif,bajra,60.0,60.0
nagaland,zunheboto,2012,kharif,castor seed,30.0,20.0
nagaland,zunheboto,2012,kharif,ginger,230.0,2100.0
nagaland,zunheboto,2012,kharif,groundnut,110.0,120.0
nagaland,zunheboto,2012,kharif,horse-gram,40.0,50.0
nagaland,zunheboto,2012,kharif,jowar,30.0,20.0
nagaland,zunheboto,2012,kharif,maize,10060.0,19800.0
nagaland,zunheboto,2012,kharif,mesta,210.0,220.0
nagaland,zunheboto,2012,kharif,peas & beans (pulses),200.0,260.0
nagaland,zunheboto,2012,kharif,rice,12320.0,25200.0
nagaland,zunheboto,2012,kharif,sesamum,140.0,90.0
nagaland,zunheboto,2012,kharif,small millets,790.0,880.0
nagaland,zunheboto,2012,kharif,soyabean,7550.0,9660.0
nagaland,zunheboto,2012,kharif,sugarcane,220.0,9580.0
nagaland,zunheboto,2012,kharif,sunflower,60.0,40.0
nagaland,zunheboto,2012,kharif,sweet potato,150.0,1280.0
nagaland,zunheboto,2012,kharif,tapioca,140.0,2810.0
nagaland,zunheboto,2012,kharif,urad,20.0,20.0
nagaland,zunheboto,2012,rabi,barley,40.0,30.0
nagaland,zunheboto,2012,rabi,blackgram,60.0,50.0
nagaland,zunheboto,2012,rabi,gram,60.0,50.0
nagaland,zunheboto,2012,rabi,linseed,260.0,210.0
nagaland,zunheboto,2012,rabi,masoor,240.0,190.0
nagaland,zunheboto,2012,rabi,peas & beans (pulses),600.0,630.0
nagaland,zunheboto,2012,rabi,potato,210.0,2090.0
nagaland,zunheboto,2012,rabi,rapeseed &mustard,2100.0,2110.0
nagaland,zunheboto,2012,rabi,wheat,310.0,550.0
nagaland,zunheboto,2013,kharif,arhar/tur,280.0,250.0
nagaland,zunheboto,2013,kharif,bajra,60.0,60.0
nagaland,zunheboto,2013,kharif,bean,200.0,260.0
nagaland,zunheboto,2013,kharif,castor seed,30.0,20.0
nagaland,zunheboto,2013,kharif,colocosia,420.0,3990.0
nagaland,zunheboto,2013,kharif,ginger,250.0,2280.0
nagaland,zunheboto,2013,kharif,groundnut,120.0,120.0
nagaland,zunheboto,2013,kharif,jobster,120.0,120.0
nagaland,zunheboto,2013,kharif,jowar,40.0,40.0
nagaland,zunheboto,2013,kharif,maize,10070.0,19840.0
nagaland,zunheboto,2013,kharif,mesta,210.0,220.0
nagaland,zunheboto,2013,kharif,moong(green gram),20.0,20.0
nagaland,zunheboto,2013,kharif,perilla,210.0,130.0
nagaland,zunheboto,2013,kharif,rajmash kholar,310.0,400.0
nagaland,zunheboto,2013,kharif,rice,12800.0,26860.0
nagaland,zunheboto,2013,kharif,ricebean (nagadal),460.0,510.0
nagaland,zunheboto,2013,kharif,sesamum,150.0,90.0
nagaland,zunheboto,2013,kharif,small millets,800.0,900.0
nagaland,zunheboto,2013,kharif,soyabean,7590.0,9750.0
nagaland,zunheboto,2013,kharif,sunflower,60.0,50.0
nagaland,zunheboto,2013,kharif,sweet potato,160.0,1360.0
nagaland,zunheboto,2013,kharif,tapioca,150.0,3040.0
nagaland,zunheboto,2013,rabi,barley,50.0,50.0
nagaland,zunheboto,2013,rabi,blackgram,60.0,50.0
nagaland,zunheboto,2013,rabi,gram,60.0,50.0
nagaland,zunheboto,2013,rabi,lentil,250.0,200.0
nagaland,zunheboto,2013,rabi,peas & beans (pulses),600.0,640.0
nagaland,zunheboto,2013,rabi,potato,220.0,2200.0
nagaland,zunheboto,2013,rabi,rajmash kholar,430.0,530.0
nagaland,zunheboto,2013,rabi,rapeseed &mustard,2100.0,2110.0
nagaland,zunheboto,2013,rabi,wheat,280.0,510.0
nagaland,zunheboto,2014,kharif,arhar/tur,280.0,250.0
nagaland,zunheboto,2014,kharif,bajra,60.0,60.0
nagaland,zunheboto,2014,kharif,barley,50.0,50.0
nagaland,zunheboto,2014,kharif,bean,200.0,260.0
nagaland,zunheboto,2014,kharif,blackgram,60.0,50.0
nagaland,zunheboto,2014,kharif,castor seed,30.0,20.0
nagaland,zunheboto,2014,kharif,ginger,270.0,2470.0
nagaland,zunheboto,2014,kharif,groundnut,120.0,120.0
nagaland,zunheboto,2014,kharif,horse-gram,40.0,40.0
nagaland,zunheboto,2014,kharif,jowar,40.0,40.0
nagaland,zunheboto,2014,kharif,maize,10090.0,19950.0
nagaland,zunheboto,2014,kharif,mesta,210.0,220.0
nagaland,zunheboto,2014,kharif,moong(green gram),20.0,20.0
nagaland,zunheboto,2014,kharif,oilseeds total,8170.0,10170.0
nagaland,zunheboto,2014,kharif,other kharif pulses,870.0,920.0
nagaland,zunheboto,2014,kharif,rice,13150.0,27210.0
nagaland,zunheboto,2014,kharif,sesamum,150.0,90.0
nagaland,zunheboto,2014,kharif,small millets,800.0,900.0
nagaland,zunheboto,2014,kharif,soyabean,7590.0,9750.0
nagaland,zunheboto,2014,kharif,sugarcane,220.0,9580.0
nagaland,zunheboto,2014,kharif,sunflower,70.0,60.0
nagaland,zunheboto,2014,kharif,sweet potato,170.0,1450.0
nagaland,zunheboto,2014,kharif,tapioca,160.0,3240.0
nagaland,zunheboto,2014,rabi,lentil,260.0,210.0
nagaland,zunheboto,2014,rabi,linseed,280.0,210.0
nagaland,zunheboto,2014,rabi,oilseeds total,2390.0,2350.0
nagaland,zunheboto,2014,rabi,other  rabi pulses,430.0,540.0
nagaland,zunheboto,2014,rabi,peas & beans (pulses),600.0,660.0
nagaland,zunheboto,2014,rabi,potato,230.0,2340.0
nagaland,zunheboto,2014,rabi,rapeseed &mustard,2110.0,2140.0
nagaland,zunheboto,2014,rabi,wheat,290.0,530.0
odisha,anugul,1997,autumn,arhar/tur,3555.0,739.0
odisha,anugul,1997,autumn,groundnut,4086.0,4037.0
odisha,anugul,1997,autumn,maize,948.0,675.0
odisha,anugul,1997,autumn,paddy,21779.0,23578.0
odisha,anugul,1997,autumn,ragi,46.0,25.0
odisha,anugul,1997,autumn,sesamum,1307.0,385.0
odisha,anugul,1997,autumn,urad,2878.0,547.0
odisha,anugul,1997,rabi,wheat,94.0,67.0
odisha,anugul,1997,summer,arhar/tur,469.0,115.0
odisha,anugul,1997,summer,groundnut,1022.0,1216.0
odisha,anugul,1997,summer,maize,17.0,14.0
odisha,anugul,1997,summer,paddy,4012.0,7184.0
odisha,anugul,1997,summer,sesamum,790.0,187.0
odisha,anugul,1997,summer,urad,15.0,4.0
odisha,anugul,1997,whole year,potato,524.0,4122.0
odisha,anugul,1997,winter,arhar/tur,660.0,114.0
odisha,anugul,1997,winter,groundnut,108.0,134.0
odisha,anugul,1997,winter,horse-gram,5955.0,1476.0
odisha,anugul,1997,winter,maize,9.0,10.0
odisha,anugul,1997,winter,paddy,86616.0,124082.0
odisha,anugul,1997,winter,sesamum,5536.0,919.0
odisha,anugul,1997,winter,sugarcane,303.0,17501.0
odisha,anugul,1997,winter,urad,1522.0,297.0
odisha,anugul,1998,autumn,groundnut,4170.0,3161.0
odisha,anugul,1998,autumn,maize,1062.0,623.0
odisha,anugul,1998,autumn,moong(green gram),2510.0,331.0
odisha,anugul,1998,autumn,ragi,138.0,57.0
odisha,anugul,1998,autumn,rice,22432.0,9042.0
odisha,anugul,1998,autumn,sesamum,2281.0,326.0
odisha,anugul,1998,autumn,urad,2295.0,342.0
odisha,anugul,1998,summer,groundnut,626.0,384.0
odisha,anugul,1998,summer,maize,10.0,7.0
odisha,anugul,1998,summer,moong(green gram),338.0,55.0
odisha,anugul,1998,summer,ragi,1.0,729.0
odisha,anugul,1998,summer,rice,1917.0,2028.0
odisha,anugul,1998,summer,sesamum,466.0,102.0
odisha,anugul,1998,summer,urad,30.0,3.0
odisha,anugul,1998,summer,wheat,100.0,154.0
odisha,anugul,1998,winter,groundnut,113.0,130.0
odisha,anugul,1998,winter,horse-gram,6631.0,1459.0
odisha,anugul,1998,winter,maize,23.0,18.0
